Customer ID,Order Date,Ship Date,Ship Mode,Product ID,Category,Sub-Category,Product Name,Price,Customer Name,Segment,Country,City,State,Postal Code,Region
HE-15237,2017-08-10,2017-08-15,Standard Class,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1920,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central
CG-12958,2016-06-25,2016-06-29,Standard Class,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,4929,Alan Shonely,Consumer,United States,Los Angeles,California,90049,West
DV-13483,2016-12-10,2016-12-17,Standard Class,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,1109,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West
CM-13093,2016-12-10,2016-12-17,Standard Class,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,4228,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West
AS-10678,2016-12-10,2016-12-17,Standard Class,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,2290,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West
HE-15238,2016-12-10,2016-12-17,Standard Class,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,4325,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West
CG-12959,2016-12-10,2016-12-17,Standard Class,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,1205,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West
DV-13484,2016-12-01,2016-12-06,Standard Class,OFF-AR-10000940,Office Supplies,Art,Newell 343,1021,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918,South
CM-13094,2014-11-28,2014-12-04,Standard Class,OFF-AR-10001954,Office Supplies,Art,Newell 331,1223,Bart Folk,Consumer,United States,Montgomery,Alabama,36116,South
AS-10679,2015-03-28,2015-04-02,Standard Class,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,3341,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East
HE-15239,2015-03-28,2015-04-02,Standard Class,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,3525,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East
CG-12960,2014-06-01,2014-06-06,Standard Class,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,3061,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South
DV-13485,2014-06-01,2014-06-06,Standard Class,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,4963,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South
CM-13095,2015-09-06,2015-09-12,Standard Class,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,1094,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West
AS-10680,2015-09-06,2015-09-12,Standard Class,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",3872,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West
HE-15240,2015-06-29,2015-07-05,Standard Class,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",4248,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602,East
CG-12961,2016-09-10,2016-09-12,Second Class,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",2638,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620,South
DV-13486,2014-07-14,2014-07-20,Standard Class,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4375,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central
CM-13096,2014-07-14,2014-07-20,Standard Class,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,3500,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central
AS-10681,2015-08-22,2015-08-26,Standard Class,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3036,Roger Barcio,Home Office,United States,New York City,New York,10009,East
HE-15241,2014-11-14,2014-11-16,Second Class,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,1378,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East
CG-12962,2014-11-14,2014-11-16,Second Class,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,3372,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East
DV-13487,2016-11-27,2016-11-30,First Class,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,4802,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,48146,Central
CM-13097,2017-11-21,2017-11-25,Standard Class,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,3522,Scott Williamson,Consumer,United States,New York City,New York,10035,East
AS-10682,2017-10-01,2017-10-02,First Class,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3445,Neola Schneider,Consumer,United States,San Jose,California,95123,West
HE-15242,2017-10-01,2017-10-02,First Class,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4123,Neola Schneider,Consumer,United States,San Jose,California,95123,West
CG-12963,2017-10-01,2017-10-02,First Class,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",2270,Neola Schneider,Consumer,United States,San Jose,California,95123,West
DV-13488,2017-10-01,2017-10-02,First Class,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",3281,Neola Schneider,Consumer,United States,San Jose,California,95123,West
CM-13098,2014-09-20,2014-09-25,Standard Class,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,1648,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216,South
AS-10683,2017-07-28,2017-08-01,Standard Class,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,4137,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West
HE-15243,2017-07-28,2017-08-01,Standard Class,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,3598,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West
CG-12964,2017-07-28,2017-08-01,Standard Class,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,2451,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West
DV-13489,2015-12-06,2015-12-06,Same Day,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1936,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East
CM-13099,2015-12-06,2015-12-06,Same Day,OFF-AR-10004078,Office Supplies,Art,Newell 312,3376,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East
AS-10684,2015-12-06,2015-12-06,Same Day,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,1745,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East
HE-15244,2017-07-31,2017-08-05,Standard Class,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,4016,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19134,East
CG-12965,2016-03-19,2016-03-21,Second Class,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",2330,Bobby Trafton,Consumer,United States,Littleton,Colorado,80122,West
DV-13490,2017-07-29,2017-08-03,Standard Class,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1032,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central
CM-13100,2017-07-29,2017-08-03,Standard Class,TEC-PH-10002496,Technology,Phones,Cisco SPA301,2383,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central
AS-10685,2016-10-01,2016-10-05,Standard Class,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1411,Greg Matthias,Consumer,United States,New York City,New York,10024,East
HE-15245,2014-03-31,2014-04-05,Standard Class,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,1258,Alex Avila,Consumer,United States,San Francisco,California,94122,West
CG-12966,2014-03-31,2014-04-05,Standard Class,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,3485,Alex Avila,Consumer,United States,San Francisco,California,94122,West
DV-13491,2017-06-26,2017-07-01,Standard Class,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,4333,Denny Blanton,Consumer,United States,La Porte,Indiana,46350,Central
CM-13101,2017-07-09,2017-07-14,Standard Class,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,2253,John Huston,Consumer,United States,Chicago,Illinois,60610,Central
AS-10686,2015-12-14,2015-12-16,Second Class,TEC-PH-10001051,Technology,Phones,HTC One,3868,Doug Jacobs,Consumer,United States,Portland,Oregon,97206,West
HE-15246,2017-12-05,2017-12-10,Standard Class,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,4376,Quincy Jones,Corporate,United States,Burlington,Vermont,5408,East
CG-12967,2015-09-15,2015-09-17,Second Class,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,1441,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central
DV-13492,2015-09-15,2015-09-17,Second Class,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,4396,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central
CM-13102,2016-07-15,2016-07-21,Standard Class,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,2050,Rick Huthwaite,Home Office,United States,Provo,Utah,84604,West
AS-10687,2017-04-20,2017-04-26,Standard Class,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,1906,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,60610,Central
HE-15247,2016-11-15,2016-11-17,Second Class,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2815,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West
CG-12968,2016-11-15,2016-11-17,Second Class,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2500,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West
DV-13493,2016-11-26,2016-12-01,Standard Class,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,2657,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,19134,East
CM-13103,2017-11-21,2017-11-25,Standard Class,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,3268,Barry Franz,Home Office,United States,Pasadena,California,91104,West
AS-10688,2017-11-21,2017-11-25,Standard Class,OFF-AR-10003856,Office Supplies,Art,Newell 344,2381,Barry Franz,Home Office,United States,Pasadena,California,91104,West
HE-15248,2017-11-21,2017-11-25,Standard Class,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,3896,Barry Franz,Home Office,United States,Pasadena,California,91104,West
CG-12969,2017-11-21,2017-11-25,Standard Class,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",4812,Barry Franz,Home Office,United States,Pasadena,California,91104,West
DV-13494,2017-11-21,2017-11-25,Standard Class,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,3534,Barry Franz,Home Office,United States,Pasadena,California,91104,West
CM-13104,2015-02-15,2015-02-18,Second Class,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,4486,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West
AS-10689,2015-02-15,2015-02-18,Second Class,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",3783,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West
HE-15249,2015-02-15,2015-02-18,Second Class,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1208,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West
CG-12970,2015-02-15,2015-02-18,Second Class,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,4408,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West
DV-13495,2015-02-15,2015-02-18,Second Class,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,1544,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West
CM-13105,2016-04-15,2016-04-17,Second Class,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,3651,Julie Kriz,Home Office,United States,San Diego,California,92105,West
AS-10690,2015-09-28,2015-10-01,First Class,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,3970,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West
HE-15250,2015-09-28,2015-10-01,First Class,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,4877,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West
CG-12971,2016-09-17,2016-09-22,Standard Class,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,2744,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East
DV-13496,2016-09-17,2016-09-22,Standard Class,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",1320,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East
CM-13106,2017-06-16,2017-06-19,First Class,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,4859,Troy Staebel,Consumer,United States,San Francisco,California,94122,West
AS-10691,2017-06-16,2017-06-19,First Class,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",3153,Troy Staebel,Consumer,United States,San Francisco,California,94122,West
HE-15251,2015-11-08,2015-11-10,Second Class,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,1344,Maria Zettner,Home Office,United States,San Diego,California,92024,West
CG-12972,2015-11-08,2015-11-10,Second Class,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,4082,Maria Zettner,Home Office,United States,San Diego,California,92024,West
DV-13497,2015-12-18,2015-12-18,Same Day,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,4592,Mitch Webber,Consumer,United States,New York City,New York,10035,East
CM-13107,2017-02-06,2017-02-09,First Class,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",1161,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South
AS-10692,2016-11-14,2016-11-16,Second Class,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2365,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South
HE-15252,2016-11-14,2016-11-16,Second Class,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),2182,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South
CG-12973,2016-11-14,2016-11-16,Second Class,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",2467,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South
DV-13498,2017-10-12,2017-10-12,Same Day,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,3440,Sean Miller,Home Office,United States,Monroe,North Carolina,28110,South
CM-13108,2017-09-17,2017-09-17,Same Day,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,4258,Tom Prescott,Consumer,United States,Seattle,Washington,98115,West
AS-10693,2017-12-20,2017-12-26,Standard Class,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,4250,Dean Katz,Corporate,United States,Rochester,New York,14609,East
HE-15253,2017-12-20,2017-12-26,Standard Class,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,1693,Dean Katz,Corporate,United States,Rochester,New York,14609,East
CG-12974,2017-12-02,2017-12-07,Standard Class,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,3447,Michael Kennedy,Corporate,United States,Miami,Florida,33180,South
DV-13499,2015-09-21,2015-09-27,Standard Class,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,1627,Chad Sievert,Consumer,United States,Seattle,Washington,98105,West
CM-13109,2015-03-06,2015-03-11,Standard Class,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,3247,John Lucas,Consumer,United States,San Francisco,California,94122,West
AS-10694,2015-03-06,2015-03-11,Standard Class,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1577,John Lucas,Consumer,United States,San Francisco,California,94122,West
HE-15254,2014-10-03,2014-10-08,Second Class,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,4108,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West
CG-12975,2014-10-03,2014-10-08,Second Class,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",3148,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West
DV-13500,2014-06-27,2014-07-01,Standard Class,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",3154,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South
CM-13110,2014-06-27,2014-07-01,Standard Class,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,3103,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South
AS-10695,2014-06-27,2014-07-01,Standard Class,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1822,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South
HE-15255,2017-10-30,2017-11-02,First Class,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,3519,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West
CG-12976,2017-10-30,2017-11-02,First Class,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,4807,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West
DV-13501,2017-10-30,2017-11-02,First Class,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,1472,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West
CM-13111,2016-09-03,2016-09-05,First Class,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",2240,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East
AS-10696,2015-03-05,2015-03-09,Standard Class,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,2649,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central
HE-15256,2015-03-05,2015-03-09,Standard Class,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,4214,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central
CG-12977,2016-05-05,2016-05-08,First Class,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,1823,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South
DV-13502,2017-11-17,2017-11-23,Standard Class,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,3769,Christine Sundaresam,Consumer,United States,Salem,Virginia,24153,South
CM-13112,2017-06-01,2017-06-05,Second Class,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",1211,Barry Blumstein,Corporate,United States,Toledo,Ohio,43615,East
AS-10697,2017-06-10,2017-06-13,First Class,OFF-AR-10002375,Office Supplies,Art,Newell 351,2122,Ben Wallace,Consumer,United States,Los Angeles,California,90032,West
HE-15257,2017-01-08,2017-01-11,First Class,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,4586,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115,West
CG-12978,2015-04-20,2015-04-25,Standard Class,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1070,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South
DV-13503,2015-04-20,2015-04-25,Standard Class,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",3288,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South
CM-13113,2015-04-20,2015-04-25,Standard Class,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,3746,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South
AS-10698,2015-11-01,2015-11-06,Standard Class,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4864,Quincy Jones,Corporate,United States,New York City,New York,10009,East
HE-15258,2017-12-23,2017-12-27,Standard Class,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",1762,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East
CG-12979,2015-11-01,2015-11-05,Standard Class,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,4023,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East
DV-13504,2015-11-01,2015-11-05,Standard Class,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",2288,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East
CM-13114,2015-11-01,2015-11-05,Standard Class,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,3730,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East
AS-10699,2015-11-01,2015-11-05,Standard Class,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,3047,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East
HE-15259,2015-11-01,2015-11-05,Standard Class,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,1074,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East
CG-12980,2014-11-14,2014-11-18,Standard Class,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,1278,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central
DV-13505,2014-11-14,2014-11-18,Standard Class,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2471,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central
CM-13115,2016-01-17,2016-01-21,Standard Class,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,1197,Dionis Lloyd,Corporate,United States,Columbus,Georgia,31907,South
AS-10700,2017-09-17,2017-09-22,Second Class,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,3048,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South
HE-15260,2017-09-17,2017-09-22,Second Class,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,2700,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South
CG-12981,2016-12-23,2016-12-24,First Class,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",3585,Ben Peterman,Corporate,United States,Chicago,Illinois,60623,Central
DV-13506,2015-08-06,2015-08-08,First Class,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,1632,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central
CM-13116,2017-11-05,2017-11-09,Standard Class,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,4240,Susan Vittorini,Consumer,United States,New York City,New York,10009,East
AS-10701,2017-06-11,2017-06-12,First Class,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,2522,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West
HE-15261,2017-06-11,2017-06-12,First Class,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",2738,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West
CG-12982,2017-06-11,2017-06-12,First Class,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,4704,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West
DV-13507,2017-06-11,2017-06-12,First Class,OFF-AR-10001955,Office Supplies,Art,Newell 319,4683,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West
CM-13117,2017-06-11,2017-06-12,First Class,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,4484,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West
AS-10702,2017-07-20,2017-07-25,Standard Class,OFF-LA-10004093,Office Supplies,Labels,Avery 486,3898,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central
HE-15262,2017-07-20,2017-07-25,Standard Class,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2417,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central
CG-12983,2017-07-20,2017-07-25,Standard Class,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,1837,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central
DV-13508,2017-07-20,2017-07-25,Standard Class,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,2827,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central
CM-13118,2017-07-20,2017-07-25,Standard Class,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,1512,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central
AS-10703,2017-07-20,2017-07-25,Standard Class,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,1947,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central
HE-15263,2015-12-23,2015-12-26,First Class,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,1231,Bradley Drucker,Consumer,United States,Richmond,Virginia,23223,South
CG-12984,2017-03-20,2017-03-24,Standard Class,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,3192,Helen Wasserman,Corporate,United States,Seattle,Washington,98115,West
DV-13509,2015-12-31,2016-01-03,Second Class,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,4858,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South
CM-13119,2015-12-31,2016-01-03,Second Class,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",1119,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South
AS-10704,2015-12-31,2016-01-03,Second Class,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,3911,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South
HE-15264,2015-12-31,2016-01-03,Second Class,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,3961,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South
CG-12985,2015-09-15,2015-09-19,Second Class,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,2595,Brendan Murry,Corporate,United States,New York City,New York,10035,East
